procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2345780  44824 1229988    0    0     0     0   32   40  0  0 100  0  0 2026-09-22 08:56:29
 0  0      0 2345780  44824 1229988    0    0     0     0   24   28  0  0 100  0  0 2026-09-22 08:56:30
 0  0      0 2345780  44824 1229988    0    0     0     0   22   29  0  0 100  0  0 2026-09-22 08:56:31
 0  0      0 2345780  44832 1229980    0    0     0    16   24   29  0  0 100  0  0 2026-09-22 08:56:32
 0  0      0 2345780  44832 1229992    0    0     0    12   42   49  0  0 100  0  0 2026-09-22 08:56:33
 0  0      0 2345780  44832 1229992    0    0     0     0   22   27  0  0 100  0  0 2026-09-22 08:56:34
 0  0      0 2345780  44832 1229992    0    0     0     0   30   40  0  0 100  0  0 2026-09-22 08:56:35
 0  0      0 2345780  44832 1229992    0    0     0     0   28   31  0  0 100  0  0 2026-09-22 08:56:36
 0  0      0 2345780  44840 1229984    0    0     0    24   37   41  0  0 100  0  0 2026-09-22 08:56:37
 0  0      0 2345780  44840 1229992    0    0     0     0   33   31  0  0 100  0  0 2026-09-22 08:56:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2345780  44840 1229992    0    0     0     8   34   36  0  0 100  0  0 2026-09-22 08:56:39
 0  0      0 2345780  44840 1229996    0    0     0     0   26   30  0  0 100  0  0 2026-09-22 08:56:40
 0  0      0 2345780  44840 1229996    0    0     0     0   35   38  0  0 100  0  0 2026-09-22 08:56:41
 0  0      0 2345780  44840 1229996    0    0     0     0   23   32  0  0 100  0  0 2026-09-22 08:56:42
 0  0      0 2345780  44848 1229996    0    0     0    16   38   45  0  0 100  0  0 2026-09-22 08:56:43
 0  0      0 2345780  44848 1229996    0    0     0     0   20   24  0  0 100  0  0 2026-09-22 08:56:44
 0  0      0 2345780  44848 1229996    0    0     0    12   40   48  0  0 100  0  0 2026-09-22 08:56:45
 0  0      0 2345780  44848 1229996    0    0     0     0   19   22  1  0 100  0  0 2026-09-22 08:56:46
 0  0      0 2345780  44848 1229996    0    0     0     0   20   26  0  0 100  0  0 2026-09-22 08:56:47
 0  0      0 2345780  44856 1229988    0    0     0    24   27   38  0  0 100  0  0 2026-09-22 08:56:48
 0  0      0 2345780  44856 1229996    0    0     0     0   30   32  0  0 100  0  0 2026-09-22 08:56:49
 0  0      0 2345780  44856 1229996    0    0     0    28   30   34  0  0 100  0  0 2026-09-22 08:56:50
 0  0      0 2345780  44856 1229996    0    0     0     8   40   44  0  0 100  0  0 2026-09-22 08:56:51
 0  0      0 2345780  44856 1229996    0    0     0     0   20   24  0  0 100  0  0 2026-09-22 08:56:52
 0  0      0 2345780  44864 1229988    0    0     0    16   41   51  0  0 99  0  0 2026-09-22 08:56:53
 0  0      0 2345780  44864 1229996    0    0     0     0   26   26  0  0 100  0  0 2026-09-22 08:56:54
 0  0      0 2345780  44864 1229996    0    0     0     0   21   32  0  0 100  0  0 2026-09-22 08:56:55
 0  0      0 2345780  44864 1229996    0    0     0     0   32   32  0  0 100  0  0 2026-09-22 08:56:56
 0  0      0 2345780  44864 1229996    0    0     0     8   35   34  0  0 99  0  0 2026-09-22 08:56:57
 0  0      0 2345780  44872 1229988    0    0     0    16   39   48  0  0 100  0  0 2026-09-22 08:56:58
 0  0      0 2345780  44872 1229996    0    0     0     0   44   47  0  0 100  0  0 2026-09-22 08:56:59
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2345780  44872 1229996    0    0     0     0   27   33  0  0 100  0  0 2026-09-22 08:57:00
 0  0      0 2345780  44872 1229996    0    0     0     0   85   94  0  0 100  0  0 2026-09-22 08:57:01
 0  0      0 2345780  44872 1229996    0    0     0     0   23   30  0  0 100  0  0 2026-09-22 08:57:02
 0  0      0 2345780  44880 1229996    0    0     0    48   46   46  0  0 100  0  0 2026-09-22 08:57:03
 0  0      0 2345780  44880 1229996    0    0     0     0   38   34  0  0 100  0  0 2026-09-22 08:57:04
 0  0      0 2345780  44880 1229996    0    0     0     0   29   42  0  0 100  0  0 2026-09-22 08:57:05
 0  0      0 2345780  44880 1229996    0    0     0     8   36   37  0  0 100  0  0 2026-09-22 08:57:06
 0  0      0 2345780  44880 1229996    0    0     0     0   26   29  0  1 100  0  0 2026-09-22 08:57:07
 1  0      0 2341748  44884 1229992    0    0     0    24  290  461  1  2 97  0  0 2026-09-22 08:57:08
