procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2471248  44576 1098856    0    0     0     0   36   34  0  0 100  0  0 2026-09-22 09:00:45
 0  0      0 2471248  44576 1098856    0    0     0     0   21   25  0  0 100  0  0 2026-09-22 09:00:46
 0  1      0 2471248  44584 1098848    0    0     0    24   26   29  0  0 100  0  0 2026-09-22 09:00:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2471248  44584 1098856    0    0     0     0   31   33  0  0 100  0  0 2026-09-22 09:00:48
 0  0      0 2471248  44584 1098856    0    0     0     0   28   30  0  0 100  0  0 2026-09-22 09:00:49
 0  0      0 2471248  44584 1098856    0    0     0     8   40   36  0  0 100  0  0 2026-09-22 09:00:50
 0  0      0 2471248  44584 1098856    0    0     0     0   40   30  0  0 100  0  0 2026-09-22 09:00:51
 0  0      0 2471248  44592 1098848    0    0     0    16   35   34  0  1 100  0  0 2026-09-22 09:00:52
 0  0      0 2471248  44592 1098856    0    0     0     8   44   36  0  0 100  0  0 2026-09-22 09:00:53
 0  0      0 2471248  44592 1098856    0    0     0     0   40   40  0  0 100  0  0 2026-09-22 09:00:54
 0  0      0 2471248  44592 1098856    0    0     0     0   26   30  0  1 100  0  0 2026-09-22 09:00:55
 0  0      0 2471248  44592 1098856    0    0     0     8   41   48  0  0 100  0  0 2026-09-22 09:00:56
 0  0      0 2471248  44600 1098848    0    0     0    16   42   49  0  0 100  0  0 2026-09-22 09:00:57
 0  0      0 2471248  44600 1098856    0    0     0     0   31   23  0  0 100  0  0 2026-09-22 09:00:58
 0  0      0 2471248  44600 1098856    0    0     0     0   29   33  0  0 100  0  0 2026-09-22 09:00:59
 0  0      0 2471248  44600 1098856    0    0     0     0   25   24  0  0 100  0  0 2026-09-22 09:01:00
 0  0      0 2471248  44600 1098856    0    0     0     0   82   95  0  0 99  0  0 2026-09-22 09:01:01
 0  0      0 2471248  44608 1098848    0    0     0    48   44   46  0  0 100  1  0 2026-09-22 09:01:02
 0  0      0 2471248  44608 1098856    0    0     0    24   42   39  0  0 100  0  0 2026-09-22 09:01:03
 0  0      0 2471248  44608 1098856    0    0     0     0   36   35  0  0 100  0  1 2026-09-22 09:01:04
 0  0      0 2471248  44608 1098856    0    0     0     0   29   34  0  0 100  0  0 2026-09-22 09:01:05
 0  0      0 2471248  44608 1098856    0    0     0     0   32   35  0  0 100  0  0 2026-09-22 09:01:06
 0  0      0 2471248  44616 1098848    0    0     0    16   30   34  0  0 100  0  0 2026-09-22 09:01:07
 0  0      0 2471248  44616 1098856    0    0     0     8   36   35  0  0 100  0  0 2026-09-22 09:01:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2471248  44616 1098856    0    0     0     0   29   34  0  0 100  0  0 2026-09-22 09:01:09
 0  0      0 2471248  44616 1098856    0    0     0     0   22   23  0  1 100  0  0 2026-09-22 09:01:10
 0  0      0 2471248  44616 1098856    0    0     0     0   30   36  0  0 100  0  0 2026-09-22 09:01:11
 0  0      0 2471248  44624 1098848    0    0     0    16   35   41  0  0 100  0  0 2026-09-22 09:01:12
 0  0      0 2471248  44624 1098856    0    0     0     0   36   34  0  1 100  0  0 2026-09-22 09:01:13
 0  0      0 2471248  44624 1098856    0    0     0     8   63   44  0  0 100  0  0 2026-09-22 09:01:14
 0  0      0 2471248  44624 1098856    0    0     0     0   26   28  0  0 100  0  0 2026-09-22 09:01:15
 0  0      0 2471248  44624 1098856    0    0     0     0   38   44  0  0 100  0  0 2026-09-22 09:01:16
 0  0      0 2471248  44632 1098848    0    0     0    16   40   43  0  0 100  0  0 2026-09-22 09:01:17
