procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2461444  44968 1100216    0    0     0    20   49   53  0  0 100  0  0 2026-09-22 09:05:42
 0  0      0 2461444  44968 1100216    0    0     0     0   41   41  0  0 100  0  0 2026-09-22 09:05:43
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2461444  44968 1100216    0    0     0     0   42   39  0  0 100  0  0 2026-09-22 09:05:44
 0  0      0 2461444  44976 1100208    0    0     0    16   51   58  0  1 100  0  0 2026-09-22 09:05:45
 0  0      0 2461444  44976 1100220    0    0     0     8   54   47  0  0 100  0  0 2026-09-22 09:05:46
 0  0      0 2461444  44976 1100220    0    0     0    24   49   60  0  0 100  0  0 2026-09-22 09:05:47
 0  0      0 2461444  44976 1100220    0    0     0     0   43   39  0  0 100  0  0 2026-09-22 09:05:48
 0  0      0 2461444  44976 1100220    0    0     0     0   47   48  0  0 100  0  0 2026-09-22 09:05:49
 0  0      0 2461444  44984 1100212    0    0     0    24   46   54  0  0 100  0  0 2026-09-22 09:05:50
 0  0      0 2461444  44984 1100220    0    0     0     0   51   44  0  1 100  0  0 2026-09-22 09:05:51
 0  0      0 2461444  44984 1100220    0    0     0     0   37   39  1  0 100  0  0 2026-09-22 09:05:52
 0  0      0 2461444  44984 1100220    0    0     0    16   51   52  0  0 100  0  0 2026-09-22 09:05:53
 0  0      0 2461444  44984 1100220    0    0     0     0   46   46  0  1 100  0  0 2026-09-22 09:05:54
 0  0      0 2461444  44992 1100212    0    0     0    16   59   76  0  0 100  0  0 2026-09-22 09:05:55
 0  0      0 2461444  44992 1100220    0    0     0     8   51   43  0  0 100  0  0 2026-09-22 09:05:56
 0  0      0 2461444  44992 1100220    0    0     0     0   55   54  0  0 100  0  0 2026-09-22 09:05:57
 0  0      0 2461444  44992 1100220    0    0     0    16   47   51  0  0 100  0  0 2026-09-22 09:05:58
 0  0      0 2461444  44992 1100220    0    0     0     0   47   46  0  1 100  0  0 2026-09-22 09:05:59
 0  0      0 2461444  45000 1100220    0    0     0    16   55   60  1  0 100  0  0 2026-09-22 09:06:00
 0  0      0 2461444  45000 1100220    0    0     0     0   89  103  0  1 100  0  0 2026-09-22 09:06:01
 0  0      0 2461444  45000 1100220    0    0     0     0   50   56  0  0 99  0  0 2026-09-22 09:06:02
 0  0      0 2461444  45000 1100220    0    0     0     0   44   51  0  0 100  0  0 2026-09-22 09:06:03
 0  0      0 2461444  45000 1100220    0    0     0    16   63   56  0  0 100  0  0 2026-09-22 09:06:04
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2461444  45008 1100220    0    0     0    40   67   69  0  0 99  0  0 2026-09-22 09:06:05
 0  0      0 2461444  45008 1100220    0    0     0    28   59   56  0  1 100  0  0 2026-09-22 09:06:06
 0  0      0 2461444  45008 1100224    0    0     0     0   49   46  0  0 100  0  0 2026-09-22 09:06:07
 0  0      0 2461444  45008 1100224    0    0     0     0   58   53  0  1 100  0  0 2026-09-22 09:06:08
 0  0      0 2461444  45008 1100224    0    0     0    20   51   49  0  1 100  0  0 2026-09-22 09:06:09
 0  0      0 2461444  45008 1100224    0    0     0     0   56   55  0  0 100  0  0 2026-09-22 09:06:10
 0  0      0 2461444  45016 1100224    0    0     0   188   75   74  0  1 99  1  0 2026-09-22 09:06:11
 0  0      0 2461444  45016 1100224    0    0     0     0   56   52  0  0 99  0  0 2026-09-22 09:06:12
 0  0      0 2461444  45016 1100224    0    0     0     0   40   40  0  0 100  0  0 2026-09-22 09:06:13
 0  0      0 2461444  45016 1100224    0    0     0     0   50   51  0  1 100  0  0 2026-09-22 09:06:14
 0  0      0 2461444  45016 1100224    0    0     0    20   60   55  0  0 100  0  0 2026-09-22 09:06:15
 0  0      0 2461444  45024 1100228    0    0     0    24   64   57  0  0 99  0  0 2026-09-22 09:06:16
 0  0      0 2461444  45024 1100228    0    0     0     0   61   60  1  0 100  0  0 2026-09-22 09:06:17
 0  0      0 2461444  45024 1100228    0    0     0     0   49   44  0  0 100  0  0 2026-09-22 09:06:18
 0  0      0 2461444  45024 1100228    0    0     0     0   54   53  1  0 100  0  0 2026-09-22 09:06:19
